Category,Score,Item,Calories,Protein,Dietary Fiber,Sugars,Water,Sodium,Saturated Fat
Nut and Seed Products,,"Seeds, cottonseed flour, low fat (glandless)",332,49.83,,,6.9,35,0.31
Nut and Seed Products,,"Seeds, cottonseed meal, partially defatted (glandless)",367,49.1,,,1.2,37,1.207
Nut and Seed Products,,"Seeds, lotus seeds, dried",332,15.41,,,14.16,5,0.33
Nut and Seed Products,,"Seeds, safflower seed kernels, dried",517,16.18,,,5.62,3,3.682
Nut and Seed Products,,"Seeds, safflower seed meal, partially defatted",342,35.62,,,6.41,3,0.207
Nut and Seed Products,,"Seeds, sesame seeds, whole, roasted and toasted",565,16.96,14,,3.3,11,6.722
Nut and Seed Products,,"Seeds, sesame flour, partially defatted",382,40.32,,,6.61,41,1.634
Nut and Seed Products,,"Seeds, sesame flour, low-fat",333,50.14,,,7.1,39,0.201
Nut and Seed Products,,"Seeds, sesame meal, partially defatted",567,16.96,,,5,39,6.722
Nut and Seed Products,,"Seeds, sunflower seed kernels, toasted, without salt",619,17.21,11.5,,1,3,5.953
Nut and Seed Products,,"Seeds, sunflower seed flour, partially defatted",326,48.06,5.2,,7.47,3,0.138
Nut and Seed Products,,"Nuts, acorns, raw",387,6.15,,,27.9,0,3.102
Nut and Seed Products,,"Nuts, acorns, dried",509,8.1,,,5.06,0,4.084
Nut and Seed Products,,"Nuts, acorn flour, full fat",501,7.49,,,6,0,3.923
Nut and Seed Products,,"Nuts, beechnuts, dried",576,6.2,,,6.6,38,5.719
Nut and Seed Products,,"Nuts, butternuts, dried",612,24.9,4.7,,3.34,1,1.306
Nut and Seed Products,,"Nuts, cashew butter, plain, without salt added",587,17.56,2,,2.96,15,9.763
Nut and Seed Products,,"Nuts, chestnuts, chinese, raw",224,4.2,,,43.95,3,0.164
Nut and Seed Products,,"Nuts, chestnuts, chinese, dried",363,6.82,,,8.9,5,0.266
Nut and Seed Products,,"Nuts, chestnuts, chinese, boiled and steamed",153,2.88,,,61.57,2,0.112
Nut and Seed Products,,"Nuts, chestnuts, chinese, roasted",239,4.48,,,40.2,4,0.175
Nut and Seed Products,,"Nuts, chestnuts, european, raw, unpeeled",213,2.42,8.1,,48.65,3,0.425
Nut and Seed Products,,"Nuts, chestnuts, european, raw, peeled",196,1.63,,,52,2,0.235
Nut and Seed Products,,"Nuts, chestnuts, european, dried, unpeeled",374,6.39,11.7,,9.45,37,0.837
Nut and Seed Products,,"Nuts, chestnuts, european, dried, peeled",369,5.01,,,9,37,0.736
Nut and Seed Products,,"Nuts, chestnuts, european, boiled and steamed",131,2,,,68.15,27,0.26
Nut and Seed Products,,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, canned",443,3.35,4.5,,23.27,20,28.101
Nut and Seed Products,,"Nuts, coconut meat, dried (desiccated), toasted",592,5.3,,,1,37,41.678
Nut and Seed Products,,"Nuts, coconut cream, raw (liquid expressed from grated meat)",330,3.63,2.2,,53.9,4,30.753
Nut and Seed Products,,"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",197,2.02,,,72.88,13,18.915
Nut and Seed Products,,"Nuts, ginkgo nuts, raw",182,4.32,,,55.2,7,0.319
Nut and Seed Products,,"Nuts, ginkgo nuts, dried",348,10.35,,,12.4,13,0.381
Nut and Seed Products,,"Nuts, ginkgo nuts, canned",111,2.29,9.3,,72.95,307,0.309
Nut and Seed Products,,"Nuts, hickorynuts, dried",657,12.72,6.4,,2.65,1,7.038
Nut and Seed Products,,"Nuts, mixed nuts, dry roasted, with peanuts, without salt added",594,17.3,9,,1.75,12,6.899
Nut and Seed Products,,"Nuts, mixed nuts, oil roasted, without peanuts, without salt added",615,15.52,5.5,,3.15,11,9.087
Nut and Seed Products,,"Nuts, pilinuts, dried",719,10.8,,,2.77,3,31.184
Nut and Seed Products,,"Nuts, pine nuts, pinyon, dried",629,11.57,10.7,,5.9,72,9.377
Nut and Seed Products,,"Seeds, breadfruit seeds, roasted",207,6.2,6,,49.7,28,0.729
Nut and Seed Products,,"Seeds, cottonseed kernels, roasted (glandless)",506,32.59,5.5,,4.65,25,9.699
Nut and Seed Products,,"Seeds, pumpkin and squash seeds, whole, roasted, without salt",446,18.55,18.4,,4.5,18,3.67
Nut and Seed Products,,"Seeds, sesame butter, paste",586,18.08,5.5,,1.6,12,7.124
Nut and Seed Products,,"Seeds, sesame flour, high-fat",526,30.78,,,0.9,41,5.196
Nut and Seed Products,,"Seeds, sesame butter, tahini, from unroasted kernels (non-chemically removed seed coat)",607,17.95,9.3,,3,1,7.904
Nut and Seed Products,,"Seeds, watermelon seed kernels, dried",557,28.33,,,5.05,99,9.779
Nut and Seed Products,,"Nuts, chestnuts, japanese, dried",360,5.25,,,9.96,34,0.183
Nut and Seed Products,,"Nuts, coconut milk, frozen (liquid expressed from grated meat and water)",202,1.61,,,71.42,12,18.445
Nut and Seed Products,,"Nuts, coconut meat, dried (desiccated), creamed",684,5.3,,,1.67,37,61.257
Nut and Seed Products,,"Seeds, sisymbrium sp. seeds, whole, dried",318,12.14,,,6.1,92,0.902
Nut and Seed Products,,"Seeds, sesame butter, tahini, from raw and stone ground kernels",570,17.81,9.3,,3,74,6.722
Nut and Seed Products,,"Nuts, formulated, wheat-based, all flavors except macadamia, without salt",647,13.11,5.2,,2,91,9.37
Nut and Seed Products,,"Nuts, chestnuts, japanese, raw",154,2.25,,,61.41,14,0.078
Nut and Seed Products,,"Nuts, chestnuts, japanese, boiled and steamed",56,0.82,,,86.03,5,0.028
Nut and Seed Products,,"Nuts, chestnuts, japanese, roasted",201,2.97,,,49.9,19,0.118
Nut and Seed Products,,"Seeds, lotus seeds, raw",89,4.13,,,77,1,0.088
Nut and Seed Products,,"Nuts, almonds, honey roasted, unblanched",594,18.17,13.7,,1.7,130,4.73
Nut and Seed Products,,"Seeds, sesame butter, tahini, type of kernels unspecified",592,17.4,4.7,,3,35,7.423
Vegetables and Vegetable Products,,"Potatoes, o'brien, home-prepared",81,2.35,,,79.6,217,0.797
Vegetables and Vegetable Products,,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added",113,1.9,2.3,,76.3,332,1.46
Vegetables and Vegetable Products,,"Potato salad, home-prepared",143,2.68,1.3,,76,529,1.429
Vegetables and Vegetable Products,,"Potatoes, scalloped, dry mix, unprepared",358,7.77,8.6,,6.22,1578,1.2
Vegetables and Vegetable Products,,"Potatoes, mashed, dehydrated, prepared from granules without milk, whole milk and butter added",108,2.05,2.2,,77.49,257,3.056
Vegetables and Vegetable Products,,"Coleslaw, home-prepared",78,1.29,1.5,,81.5,23,0.385
Vegetables and Vegetable Products,,"Potatoes, scalloped, home-prepared with butter",88,2.87,1.9,,80.94,335,2.255
Vegetables and Vegetable Products,,"Tomato products, canned, sauce, with herbs and cheese",59,2.13,2.2,,83.43,543,0.627
Vegetables and Vegetable Products,,"Potatoes, mashed, prepared from granules, without milk, whole milk and margarine",108,2.05,2.2,,77.48,263,1.284
Vegetables and Vegetable Products,,"Potatoes, scalloped, dry mix, prepared with water, whole milk and butter",93,2.12,1.1,,79.17,341,2.633
Vegetables and Vegetable Products,,"Potatoes, scalloped, home-prepared with margarine",88,2.87,1.9,,80.94,335,1.377
Vegetables and Vegetable Products,,"Potatoes, au gratin, dry mix, prepared with water, whole milk and butter",93,2.3,0.9,,78.98,439,2.586
Vegetables and Vegetable Products,,"Potatoes, au gratin, home-prepared from recipe using margarine",132,5.06,1.8,,74,433,3.53
Vegetables and Vegetable Products,,"Potatoes, au gratin, home-prepared from recipe using butter",132,5.06,1.8,,74,433,4.733
Vegetables and Vegetable Products,,"Potatoes, hashed brown, frozen, with butter sauce, prepared",178,2.46,3.8,,63.71,101,3.373
Fruits and Fruit Juices,,"Blueberries, wild, frozen",51,0,4.4,,85.8,3,0.03
Fruits and Fruit Juices,,"Grapes, muscadine, raw",57,0.81,3.9,,84.29,1,
Fruits and Fruit Juices,,"Blueberries, wild, canned, heavy syrup, drained",107,0.56,4.9,19.28,70.63,1,
Fruits and Fruit Juices,,"Pears, raw, bartlett",63,0.39,3.1,9.69,84.14,1,
Fruits and Fruit Juices,,"Dates, medjool",277,1.81,6.7,66.47,21.32,1,
Fruits and Fruit Juices,,"Pineapple, raw, traditional varieties",45,0.55,,8.29,87.24,1,
Fruits and Fruit Juices,,"Pineapple, raw, extra sweet variety",51,0.53,1.4,10.32,85.66,1,
Fruits and Fruit Juices,,"Clementines, raw",47,0.85,1.7,9.18,86.58,1,
Fruits and Fruit Juices,,"Guava nectar, canned",57,0.09,1,12.37,84.89,7,
Fruits and Fruit Juices,,"USDA Commodity peaches, canned, light syrup, drained",61,0.56,0.7,10.61,83.43,7,
Fruits and Fruit Juices,,"USDA Commodity pears, canned, juice pack, drained",51,0.34,2.2,8.27,86.26,4,
Fruits and Fruit Juices,,"USDA Commodity pears, canned, light syrup, drained",62,0.28,1.6,11.22,83.16,5,
Fruits and Fruit Juices,,"Nance, canned, syrup, drained",95,0.56,7,15.66,74.85,8,
Fruits and Fruit Juices,,"Nance, frozen, unsweetened",73,0.66,7.5,8.31,80.64,3,
Fruits and Fruit Juices,,"Naranjilla (lulo) pulp, frozen, unsweetened",25,0.44,1.1,3.74,93.05,4,
Fruits and Fruit Juices,,Horned melon (Kiwano),44,1.78,,,88.97,2,
Fruits and Fruit Juices,,"Apples, raw, golden delicious, with skin",57,0.28,2.4,10.04,85.81,2,
Vegetables and Vegetable Products,,"Beans, snap, green, microwaved",39,2.31,3.4,3.22,90.04,3,
Vegetables and Vegetable Products,,"Edamame, frozen, unprepared",110,10.25,4.8,2.48,75.17,6,
Vegetables and Vegetable Products,,"Mushrooms, shiitake, raw",34,2.24,2.5,2.38,89.74,9,
Vegetables and Vegetable Products,,"Mushrooms, Chanterelle, raw",38,1.49,3.8,1.16,89.85,9,
Vegetables and Vegetable Products,,"Lettuce, red leaf, raw",16,1.33,0.9,0.48,95.64,25,
Vegetables and Vegetable Products,,"Onions, yellow, sauteed",132,0.95,1.7,,80.01,12,1.477
Vegetables and Vegetable Products,,"Potatoes, au gratin, dry mix, unprepared",314,8.9,4.1,,4.97,2095,2.323
Vegetables and Vegetable Products,,"Potatoes, hashed brown, frozen, plain, unprepared",82,2.06,1.4,,78.85,22,0.163
Vegetables and Vegetable Products,,"Potatoes, hashed brown, frozen, with butter sauce, unprepared",135,1.87,2.9,,72.51,77,2.556
Vegetables and Vegetable Products,,"Potatoes, o'brien, frozen, unprepared",76,1.83,1.9,,79.97,33,0.032
